neuron_id,influence_corr,stability_corr,abs_influence_corr,abs_stability_corr
0,0.3463194331254728,-0.10605490327918632,0.3463194331254728,0.10605490327918632
1,0.2552318780733,-0.13945798619938948,0.2552318780733,0.13945798619938948
2,0.2272422142469274,-0.15293857165475097,0.2272422142469274,0.15293857165475097
3,0.11790872178839362,-0.31770619092220975,0.11790872178839362,0.31770619092220975
4,0.23357401492991467,-0.21150622837988936,0.23357401492991467,0.21150622837988936
5,0.059299822278830766,-0.035195906169529105,0.059299822278830766,0.035195906169529105
6,0.39087998242194394,-0.2924123069513557,0.39087998242194394,0.2924123069513557
7,-0.05915779740218798,0.11920596160387897,0.05915779740218798,0.11920596160387897
8,0.7326726045921129,-0.44551252703328137,0.7326726045921129,0.44551252703328137
9,-0.24805121173285086,0.13693858248434582,0.24805121173285086,0.13693858248434582
10,-0.25842785655750006,0.001099563639719369,0.25842785655750006,0.001099563639719369
11,-0.10404163315875994,-0.1868748859416701,0.10404163315875994,0.1868748859416701
12,0.39784702043886655,-0.3242192617774727,0.39784702043886655,0.3242192617774727
13,-0.43369179781944167,0.29359991393208584,0.43369179781944167,0.29359991393208584
14,0.09660678722982281,-0.21588855516435415,0.09660678722982281,0.21588855516435415
15,-0.09099852452955347,-0.029368760706737437,0.09099852452955347,0.029368760706737437
16,0.11482068598212361,0.14382110116869337,0.11482068598212361,0.14382110116869337
17,-0.36904701863632167,0.4127666118667809,0.36904701863632167,0.4127666118667809
18,-0.6360107808865614,0.4278931071143146,0.6360107808865614,0.4278931071143146
19,-0.11386455455721847,0.14326107172705396,0.11386455455721847,0.14326107172705396
20,-0.14501229909080912,0.010926343818812443,0.14501229909080912,0.010926343818812443
21,0.2353478653441771,0.14926947118513897,0.2353478653441771,0.14926947118513897
22,0.20727705575126748,-0.09907166547014352,0.20727705575126748,0.09907166547014352
23,-0.1810486657119842,0.18140977578145348,0.1810486657119842,0.18140977578145348
24,0.3419279234295729,-0.4786380068198676,0.3419279234295729,0.4786380068198676
25,-0.09992223340313956,0.2767749616927448,0.09992223340313956,0.2767749616927448
26,0.27545138996359464,-0.01585335050473113,0.27545138996359464,0.01585335050473113
27,-0.3202007995276649,0.32928710196693456,0.3202007995276649,0.32928710196693456
28,0.277179003861316,-0.6144868120506242,0.277179003861316,0.6144868120506242
29,0.5689907109561254,-0.14301184553637963,0.5689907109561254,0.14301184553637963
30,-0.49173699591507464,0.44613847511250676,0.49173699591507464,0.44613847511250676
31,-0.038605636134213334,-0.08282338816378497,0.038605636134213334,0.08282338816378497
32,0.03197439378402463,-0.0487147295777971,0.03197439378402463,0.0487147295777971
33,-0.2641367815157032,0.24461319494950273,0.2641367815157032,0.24461319494950273
34,0.16017644282239427,-0.20654009384266392,0.16017644282239427,0.20654009384266392
35,-0.2940019593514357,0.1803617207660816,0.2940019593514357,0.1803617207660816
36,0.28029267766907395,-0.39669192874675885,0.28029267766907395,0.39669192874675885
37,0.5412791919085306,-0.2604627899930566,0.5412791919085306,0.2604627899930566
38,-0.26809947469580914,-0.1992542490597878,0.26809947469580914,0.1992542490597878
39,-0.21386361875664037,0.17156651461697497,0.21386361875664037,0.17156651461697497
40,-0.19325661048981618,0.10488591380761375,0.19325661048981618,0.10488591380761375
41,-0.29498531567214364,0.14042720966617633,0.29498531567214364,0.14042720966617633
42,0.3623573330290363,-0.2956962409741538,0.3623573330290363,0.2956962409741538
43,0.17851593426221313,-0.285856653087297,0.17851593426221313,0.285856653087297
44,0.28635851719299044,-0.16751512348325942,0.28635851719299044,0.16751512348325942
45,-0.1367452439096661,-0.07872585184522415,0.1367452439096661,0.07872585184522415
46,0.4555205844074543,-0.12194886111213896,0.4555205844074543,0.12194886111213896
47,0.12098642947394825,-0.07226716687768656,0.12098642947394825,0.07226716687768656
48,0.2514612202056205,0.06707310242318945,0.2514612202056205,0.06707310242318945
49,0.07032053477560915,0.02306421904309159,0.07032053477560915,0.02306421904309159
50,0.01943789640191544,-0.16815994624358785,0.01943789640191544,0.16815994624358785
51,0.4204889165147514,-0.21819870825455273,0.4204889165147514,0.21819870825455273
52,-0.09104190806806758,0.15684729590419375,0.09104190806806758,0.15684729590419375
53,-0.3191018984818962,0.4272570756375237,0.3191018984818962,0.4272570756375237
54,0.0031480582497901144,0.28671504810724047,0.0031480582497901144,0.28671504810724047
55,-0.09228597684338176,-0.17359867343904825,0.09228597684338176,0.17359867343904825
56,0.034173935918980713,0.18057420633575555,0.034173935918980713,0.18057420633575555
57,0.09271726611402098,0.0033440163821257946,0.09271726611402098,0.0033440163821257946
58,0.29407841512106647,-0.17699528844668178,0.29407841512106647,0.17699528844668178
59,-0.2695841467899678,0.5046478880266172,0.2695841467899678,0.5046478880266172
60,-0.039336212057136916,-0.04493458661228522,0.039336212057136916,0.04493458661228522
61,-0.2700706617817799,0.47210462939944314,0.2700706617817799,0.47210462939944314
62,-0.3204817054580191,0.3881255831049883,0.3204817054580191,0.3881255831049883
63,0.10722875895964065,-0.261905697341698,0.10722875895964065,0.261905697341698
64,0.002257717974143284,-0.2540136009395784,0.002257717974143284,0.2540136009395784
65,0.05436667435171825,0.042353693169144425,0.05436667435171825,0.042353693169144425
66,0.34105566354657085,-0.3179598388953142,0.34105566354657085,0.3179598388953142
67,-0.22008494311118124,0.3215005818076216,0.22008494311118124,0.3215005818076216
68,-0.03866442491365529,-0.03289120043673431,0.03866442491365529,0.03289120043673431
69,-0.13939371801357475,0.2262667487269537,0.13939371801357475,0.2262667487269537
70,0.08325650630588274,-0.12198079694317858,0.08325650630588274,0.12198079694317858
71,0.11546950066011931,0.026471373945831107,0.11546950066011931,0.026471373945831107
72,0.17429754281680684,0.23308846940248745,0.17429754281680684,0.23308846940248745
73,-0.058897157177482756,-0.12029636055957893,0.058897157177482756,0.12029636055957893
74,0.12991932258179426,-0.11126399454116938,0.12991932258179426,0.11126399454116938
75,0.0749658865193988,0.322888013742048,0.0749658865193988,0.322888013742048
76,0.14533327687785488,-0.06557821518997253,0.14533327687785488,0.06557821518997253
77,-0.13197416539521273,-0.2830188467004233,0.13197416539521273,0.2830188467004233
78,-0.29915790078521853,0.598283057027864,0.29915790078521853,0.598283057027864
79,-0.05878015158385592,0.2170286706893601,0.05878015158385592,0.2170286706893601
80,-0.33152890637442944,0.10216425358136057,0.33152890637442944,0.10216425358136057
81,0.13128398090054402,-0.2639890257691834,0.13128398090054402,0.2639890257691834
82,-0.12065343368238496,0.20702757361096308,0.12065343368238496,0.20702757361096308
83,0.36536216539717886,-0.11691702232958834,0.36536216539717886,0.11691702232958834
